id,flag_a,flag_b,flag_c,flag_d,flag_e,flag_f,flag_g,flag_h,flag_i,flag_j
C00277K,1,0,0,0,0,0,0,0,0,0
C03319K,1,0,0,0,0,0,0,0,0,0
C04252K,1,0,0,0,0,0,0,0,0,0
C13228K,1,0,0,0,0,0,0,0,0,0
C13725K,1,0,0,0,0,0,0,0,0,0
C19570K,1,0,0,0,0,0,0,0,0,0
C23483K,0,0,0,0,0,1,0,0,0,0
C24369K,1,0,0,0,0,0,1,0,0,0
C27408K,1,0,0,0,0,0,0,0,0,0
C35898K,1,0,0,0,0,0,0,0,0,0
C39743K,1,0,1,0,0,0,0,0,0,0
C40277K,1,0,0,0,0,0,0,0,0,0
C44829K,1,0,0,0,0,0,0,0,0,0
C46433K,1,0,0,0,0,0,0,0,0,0
C46503K,1,0,0,0,0,0,0,0,0,0
C47206K,1,0,0,0,0,0,0,0,0,0
C47746K,1,0,0,0,0,0,0,0,1,0
C48708K,1,0,0,0,0,0,0,0,0,0
C49537K,1,0,0,0,0,0,0,0,0,0
C51257K,1,0,0,0,0,0,0,0,0,0
C54688K,1,1,0,0,1,0,0,0,0,0
C56353K,1,0,0,0,1,0,0,0,0,0
C57623K,1,0,0,0,0,0,0,0,0,0
C58268K,1,0,0,1,1,0,0,0,0,0
C58795K,0,1,0,0,0,0,0,0,0,0
C59420K,0,0,0,0,0,0,0,0,0,0
C62038K,1,0,1,1,0,0,0,0,0,0
C62205K,1,1,0,1,0,0,0,0,0,0
C62748K,1,0,0,0,0,0,0,0,0,0
C62920K,1,0,0,0,0,0,0,0,0,0
C63773K,1,0,1,0,0,0,0,0,0,0
C64309K,1,0,0,0,0,0,0,0,0,0
C65563K,1,0,0,0,0,0,0,0,0,0
C67671K,1,0,0,0,0,0,0,0,0,0
C68347K,1,0,0,0,0,0,0,0,0,0
C68363K,1,0,0,0,0,0,0,0,0,0
CA007SK,1,0,0,0,0,0,0,0,0,0
CA00B1K,1,0,0,0,0,0,0,1,0,0
CA00BYK,1,0,0,0,0,0,0,0,0,0
CA00DKK,1,0,0,0,0,0,0,0,0,0
CA00ESK,1,0,1,0,0,0,0,0,0,0
CA00LEK,1,0,0,0,0,0,0,0,0,0
CA00TNK,1,0,0,0,0,0,0,0,0,0
CA017MK,1,0,0,0,0,0,0,0,0,0
CA018RK,1,1,0,0,0,0,0,0,0,0
CA01MUK,0,0,0,0,0,0,0,0,0,0
CA01S1K,1,0,0,0,0,0,0,0,0,0
CA01WUK,1,0,1,0,0,0,0,0,0,0
CA024AK,1,0,0,0,0,0,0,0,0,0
CA027XK,1,0,0,0,0,0,0,0,0,0
CA02EQK,1,0,1,0,0,0,0,0,0,0
CA02ERK,1,0,0,0,0,0,0,0,0,0
CA02FQK,1,0,0,0,0,0,0,0,0,0
CA02L3K,0,0,0,0,0,0,0,0,1,0
CA02RLK,1,0,0,0,0,0,0,0,0,0
CA036IK,1,1,0,0,0,0,0,0,0,0
CA03IZK,1,0,1,0,0,0,0,0,0,0
CA03KGK,1,0,0,0,0,0,0,0,0,0
CA03L6K,1,0,0,0,0,0,0,0,0,0
CA03LOK,1,1,0,0,1,0,1,0,0,0
CA03OMK,1,1,0,0,1,0,1,0,0,0
CA04FKK,1,0,0,0,0,0,0,0,0,0
CA04SCK,0,0,0,0,0,0,0,0,0,0
CA052DK,1,0,0,0,0,1,0,0,0,0
CA057JK,1,0,0,0,0,0,0,0,0,0
CA05B9K,1,0,0,0,0,0,0,0,0,0
CA05DOK,1,0,1,0,0,1,0,0,0,0
CA05H4K,1,0,0,0,0,0,0,0,0,0
CA05S9K,1,0,0,0,0,0,0,0,0,0
CA0671K,0,0,0,0,0,0,0,0,0,0
CA068NK,1,0,0,0,0,0,0,0,1,0
CA06B8K,1,0,0,0,0,0,0,0,0,0
CA06C9K,1,0,0,0,0,0,0,0,0,0
CA06IMK,1,0,0,0,0,0,0,0,0,0
CA06K9K,1,0,0,0,0,0,0,0,0,0
CA06MWK,1,0,0,0,0,0,0,0,0,0
CA06YLK,1,0,1,0,0,0,1,0,0,0
CA0744K,0,0,0,0,0,1,0,0,0,0
CA0752K,1,0,0,0,0,0,0,0,0,0
CA07EZK,0,0,0,0,0,0,0,0,0,0
CA07KNK,1,0,0,0,0,0,0,0,0,0
CA07T6K,1,0,0,0,0,0,0,0,0,0
CA0810K,1,0,0,0,0,0,0,0,0,0
CA0828K,1,0,0,0,0,0,0,0,0,0
CA084AK,1,0,0,0,0,0,0,0,0,0
CA08HFK,1,0,0,0,0,0,0,0,0,0
CA08K3K,1,0,0,0,0,0,0,0,0,0
CA08P5K,1,0,0,0,0,0,0,0,0,0
CA08VIK,1,0,0,0,0,0,0,0,0,0
CA0911K,1,0,1,0,0,0,0,0,0,0
CA091AK,1,0,0,1,0,0,0,0,0,0
CA09B1K,1,0,0,0,0,0,0,0,0,0
CA09BDK,1,0,0,0,0,0,0,0,0,0
CA09USK,0,0,0,0,0,0,0,0,0,0
CA09Z1K,1,0,1,0,0,0,0,0,0,0
CA0A64K,1,0,0,0,0,0,0,0,0,0
CA0A98K,1,0,0,0,0,0,0,0,0,0
CA0AAKK,1,0,1,0,1,0,0,0,0,0
CA0AEZK,1,0,0,0,0,0,0,0,0,0
CA0AHQK,1,0,0,0,0,0,0,0,0,0
CA0AU6K,1,0,0,0,0,0,0,0,0,0
CA0AVPK,1,0,0,0,0,0,0,0,0,0
CA0BDZK,1,0,1,0,0,0,0,0,0,0
CA0BHBK,1,0,0,0,0,0,0,0,0,0
CA0BR7K,1,0,1,0,0,0,0,0,1,0
CA0BRLK,1,0,0,0,0,0,0,0,0,0
CA0BXGK,1,0,1,0,0,0,0,0,0,0
CA0BXQK,1,0,0,0,0,0,0,0,0,0
CA0C9DK,1,0,0,0,0,0,0,0,0,0
CA0CL9K,1,0,0,0,0,1,0,0,1,0
CA0CMYK,1,1,0,1,0,0,0,0,0,0
CA0CTHK,1,1,0,0,1,0,1,0,0,0
CA0CU9K,1,0,0,0,0,0,0,0,0,0
CA0DU8K,1,0,0,0,0,0,0,1,0,0
CA0DV9K,1,0,1,0,0,0,0,0,0,0
CA0DYNK,1,0,0,0,0,0,0,0,0,0
CA0E1QK,1,0,0,0,0,0,0,0,0,0
CA0E52K,1,0,0,0,0,0,0,0,0,0
CA0EB9K,1,0,0,0,0,0,0,0,0,0
CA0EDQK,1,0,0,0,0,0,0,0,0,0
CA0EJGK,1,0,0,0,1,0,0,0,0,0
CA0EU2K,1,0,0,0,1,0,0,0,0,0
CA0EYWK,0,0,0,0,0,0,0,0,0,0
CA0EZ9K,1,0,0,0,0,0,0,0,0,0
CA0F0HK,1,0,0,0,0,0,0,0,0,0
CA0F8QK,1,0,0,0,0,0,0,0,0,0
CA0F9JK,1,0,0,0,0,0,0,0,0,0
CA0G1BK,0,0,0,0,0,0,0,0,0,0
CA0G8HK,1,0,0,0,0,0,0,0,0,0
CA0GB6K,1,0,0,0,0,0,0,0,0,0
CA0GQGK,1,1,0,0,0,0,0,0,0,0
CA0GTLK,1,0,0,0,0,0,0,0,0,0
CA0H4MK,1,0,0,0,0,0,0,0,0,0
CA0H6JK,1,0,1,0,0,0,0,0,0,0
CA0HFIK,1,0,0,0,0,0,0,0,0,0
CA0HKMK,1,0,0,0,0,0,0,0,0,0
CA0HNTK,1,0,1,1,1,0,0,0,0,0
CA0HOMK,0,0,0,0,0,0,0,0,0,0
CA0I1TK,1,0,0,0,0,0,0,0,0,0
CA0I20K,1,0,0,0,0,0,0,0,0,0
CA0I4YK,1,0,0,0,0,0,0,0,0,0
CA0IN1K,1,0,1,0,0,0,1,0,0,0
CA0IQDK,0,0,0,0,0,0,0,0,0,0
CA0ISQK,1,0,0,0,0,0,0,0,0,0
CA0J07K,1,0,0,0,0,0,0,0,0,0
