id,flag_a,flag_b,flag_c,flag_d,flag_e,flag_f,flag_g,flag_h,flag_i,flag_j
C03786K,1,0,0,0,0,0,0,0,0,0
C04516K,1,0,0,0,0,0,0,0,0,0
C07291K,1,0,0,0,0,0,0,0,0,0
C08681K,1,0,0,0,0,0,0,0,0,0
C11398K,1,0,0,0,0,0,0,0,0,0
C19734K,1,0,1,1,1,0,0,0,0,0
C24602K,1,0,0,0,1,0,0,0,0,0
C24815K,1,0,0,0,0,0,0,0,0,0
C25014K,1,0,1,0,0,0,0,0,0,0
C26292K,1,0,1,1,1,0,0,1,0,0
C27328K,1,0,1,0,0,0,0,0,0,0
C27840K,1,0,0,0,0,0,0,0,0,0
C36101K,1,0,0,0,1,0,0,0,0,0
C37040K,1,0,1,0,0,0,0,0,0,0
C37428K,1,0,0,0,0,0,0,0,0,0
C37914K,1,0,0,0,0,0,0,0,0,0
C39238K,1,0,0,0,0,0,0,0,0,0
C40360K,1,0,0,0,0,0,0,0,0,0
C40545K,1,0,0,0,0,0,0,0,0,0
C41656K,1,0,0,0,0,0,0,0,0,0
C43796K,1,0,0,0,0,0,0,0,0,0
C45319K,1,0,0,0,0,0,0,0,0,0
C47006K,1,0,0,0,0,0,0,0,0,0
C50381K,1,0,0,0,0,0,0,0,0,0
C51234K,1,0,0,0,0,0,0,1,0,0
C51652K,1,0,0,0,1,0,0,0,0,0
C52645K,0,0,0,0,0,0,0,0,0,0
C55217K,1,0,0,0,0,0,0,0,0,0
C55708K,1,0,1,0,1,0,0,0,0,0
C57082K,1,0,0,1,0,0,0,0,0,0
C58173K,1,0,0,0,0,0,0,0,0,0
C58790K,1,0,1,0,0,0,1,0,0,0
C58859K,1,0,0,0,0,0,0,0,0,0
C63031K,1,0,0,0,0,0,0,0,0,0
C64674K,1,0,0,0,0,0,0,0,0,0
C65192K,1,0,0,0,0,0,0,0,0,0
C65672K,1,0,0,0,0,0,0,0,0,0
C68365K,1,1,1,1,1,0,0,0,0,0
C69809K,1,0,0,0,0,0,0,0,0,0
CA0036K,1,0,0,1,0,0,0,0,0,0
CA00W4K,1,0,0,0,0,0,0,0,0,0
CA00XIK,1,0,0,0,0,0,0,0,0,0
CA01A7K,0,0,0,0,0,0,0,0,0,0
CA01DNK,1,0,0,0,0,0,0,0,0,0
CA01DUK,1,0,0,0,0,0,0,0,0,0
CA01ILK,1,0,0,0,0,0,0,0,0,0
CA020KK,1,0,0,0,0,0,0,0,0,0
CA0233K,1,0,0,0,0,0,0,0,0,0
CA02KAK,1,0,0,1,0,0,0,0,0,0
CA02O0K,1,0,0,0,0,0,0,0,0,0
CA02T3K,1,0,1,1,0,0,0,0,0,0
CA02UHK,1,0,0,0,0,0,1,0,0,0
CA037HK,1,0,0,0,0,0,0,0,0,0
CA03BVK,1,0,0,0,0,0,0,0,0,0
CA03G0K,1,0,0,0,0,0,0,0,0,0
CA03MEK,1,0,0,0,0,0,0,0,0,0
CA03P9K,1,0,0,0,0,0,0,0,0,0
CA03PAK,1,0,1,0,0,0,1,1,1,0
CA03PVK,1,0,0,0,0,0,0,0,0,0
CA03Q6K,1,0,0,0,0,0,0,0,0,0
CA042MK,1,0,0,0,0,0,0,0,0,0
CA046SK,1,0,0,0,0,0,0,0,0,0
CA04BLK,1,0,0,0,0,0,0,0,0,0
CA04GIK,1,0,0,0,1,0,0,0,0,0
CA04JBK,1,1,1,0,0,0,0,0,0,0
CA04JYK,0,0,0,0,0,0,0,0,0,0
CA04MIK,1,0,0,0,0,0,1,0,1,0
CA04P4K,1,0,1,0,0,0,0,0,0,0
CA04UVK,1,0,0,0,0,0,0,0,0,0
CA04W4K,0,0,0,0,0,0,0,0,0,0
CA04ZHK,1,0,0,0,0,0,0,0,0,0
CA052MK,1,0,1,0,0,0,0,0,0,0
CA055ZK,1,0,0,0,0,0,0,0,0,0
CA056VK,1,0,0,0,0,0,0,0,0,0
CA05C2K,1,0,0,0,0,0,0,0,0,0
CA05CAK,1,0,0,0,0,0,0,0,0,0
CA05OJK,0,0,0,0,0,0,0,0,0,0
CA05U3K,1,0,0,0,0,0,0,0,0,0
CA05UJK,1,1,0,0,0,0,0,0,0,0
CA0604K,0,0,0,0,0,0,0,0,0,0
CA0606K,1,0,0,0,0,0,0,0,0,0
CA0617K,1,0,0,0,0,0,0,0,0,0
CA063TK,1,0,0,0,0,0,0,0,0,0
CA064OK,1,0,0,0,0,0,0,0,0,0
CA068MK,1,1,0,0,0,0,0,0,0,0
CA06WDK,1,1,1,0,1,0,0,0,0,0
CA072YK,1,0,0,0,0,0,0,0,0,0
CA07BHK,1,0,0,0,0,0,0,0,0,0
CA07F2K,0,0,0,0,0,0,0,0,0,0
CA07FSK,1,0,0,0,0,0,1,0,0,0
CA07HRK,1,0,0,0,0,0,0,0,0,0
CA07Q6K,1,0,0,0,0,0,0,0,0,0
CA07QOK,1,0,0,0,0,0,0,0,0,0
CA07QUK,1,0,0,0,0,0,0,0,0,0
CA07WOK,1,0,0,0,0,0,0,0,0,0
CA07ZBK,1,0,0,0,0,0,0,0,0,0
CA0825K,1,0,0,0,0,0,0,0,0,0
CA08EOK,1,0,0,0,0,0,0,0,0,0
CA08G6K,0,0,0,0,0,1,0,0,0,0
CA08IJK,1,0,0,0,0,0,0,0,0,0
CA08JUK,1,0,0,0,0,0,0,0,0,0
CA08KQK,1,0,0,0,0,0,0,0,0,0
CA090QK,1,0,0,0,0,0,0,0,0,0
CA098CK,1,0,0,0,0,0,0,0,0,0
CA09CLK,1,0,0,0,0,0,0,0,0,0
CA09EEK,1,0,0,0,0,0,0,0,0,0
CA09H6K,1,0,0,0,0,0,0,0,0,0
CA09K1K,1,0,0,1,0,0,0,0,0,0
CA09OCK,1,0,0,0,0,0,0,0,1,0
CA09YOK,1,0,0,0,0,0,0,0,0,0
CA0AAQK,1,0,0,0,0,0,0,0,0,0
CA0AEVK,0,0,0,0,0,0,0,0,0,0
CA0AFIK,1,0,1,0,0,0,0,0,0,0
CA0B0HK,1,0,0,0,0,0,0,0,0,0
CA0B1XK,1,0,0,0,0,0,0,0,0,0
CA0B2SK,1,0,0,0,0,0,1,0,1,0
CA0B3PK,1,0,0,0,0,0,0,0,0,0
CA0B81K,1,0,0,0,0,0,0,0,0,0
CA0BCNK,1,0,0,0,0,0,0,0,0,0
CA0BEGK,1,1,0,0,1,0,1,0,0,0
CA0BKXK,1,0,0,0,0,0,0,0,0,0
CA0BY7K,1,0,0,0,0,0,0,0,0,0
CA0C4YK,1,0,0,0,0,0,0,0,0,0
CA0C5SK,1,0,0,0,0,0,0,0,0,0
CA0CCKK,1,0,0,0,0,0,0,0,0,0
CA0CDFK,1,0,0,0,0,0,0,0,0,0
CA0CNNK,1,0,0,0,0,0,0,0,0,0
CA0CRBK,1,1,0,0,0,0,1,0,0,0
CA0CULK,1,0,0,0,0,0,0,0,0,0
CA0DH8K,0,0,0,0,0,0,0,0,0,0
CA0DJ0K,1,0,0,0,0,0,0,0,0,0
CA0DX8K,1,0,1,0,0,0,0,0,0,0
CA0DYSK,1,0,0,0,0,1,0,0,0,0
CA0E2KK,1,0,0,0,0,0,0,0,0,0
CA0E3TK,1,0,0,0,0,0,0,0,0,0
CA0EKAK,1,0,0,0,0,0,0,0,0,0
CA0EQSK,1,0,0,0,0,0,0,0,0,0
CA0EQZK,1,0,0,0,0,0,0,0,0,0
CA0EROK,1,0,0,0,0,0,0,0,0,0
CA0EY4K,1,1,0,0,0,0,1,0,0,0
CA0F55K,1,0,0,0,0,0,0,0,0,0
CA0FAIK,1,0,0,0,0,0,0,0,0,0
CA0FEPK,1,0,0,0,0,0,0,0,0,0
CA0FLQK,1,0,0,0,0,0,0,0,0,0
CA0FN0K,1,0,1,0,0,0,0,0,0,0
CA0FZJK,1,0,0,0,0,0,0,0,0,0
CA0G0KK,1,1,0,0,0,0,0,0,0,0
CA0G3PK,1,1,0,0,0,0,0,0,0,0
CA0GNRK,1,0,0,0,0,0,0,0,0,0
CA0GNVK,1,0,0,0,0,0,0,0,0,0
CA0GP8K,1,0,0,0,0,0,0,0,0,0
CA0GYJK,1,0,0,0,0,0,0,0,0,0
CA0H13K,1,0,0,0,0,0,0,0,0,0
CA0H3YK,1,0,0,1,0,0,0,0,0,0
CA0H7LK,1,0,0,1,0,0,0,0,0,0
CA0H7MK,1,0,0,0,0,0,1,0,0,0
CA0HO7K,1,0,1,0,0,0,1,0,0,0
CA0HRUK,1,0,0,0,0,0,0,0,0,0
CA0HW6K,1,0,0,0,0,0,0,0,0,0
CA0I1GK,1,0,0,0,0,0,0,0,0,0
CA0I2LK,1,0,0,0,0,0,0,0,0,0
